,Rank,sample_id,factor,cell_line,cell_type,tissue,DNase_p_value,ChIP-seq_p_value,H3K27ac_p_value,summary_p_value
3395,3396,50373,EZH1,None,Proerythroblast,Fetal Liver,0.0008074732909451728,0.0004932736121370597,0.000985809351407747,0.0007009185607991242
3396,3397,6552,ESR1,MCF-7,Epithelium,Breast,0.009726807411764743,0.00024189142885544044,0.025950546709419677,0.0007017021346972796
3397,3398,76585,SIX1,None,Cortex,Kidney,0.003913462089581892,0.00025359289112255457,0.016510460518136472,0.0007043306707575914
3398,3399,42800,STAT2,LoVo,None,Colon,0.0007492089133873221,0.0004407551867041389,0.0015520663027395036,0.0007062355182060887
3399,3400,74398,IL1B,MCF-7,None,Breast,0.005194797446353547,0.000250233017907781,0.03160239804542598,0.0007108493152438444
3400,3401,2391,RAD21,MCF-7,Epithelium,Breast,0.19705682202118763,0.00024295211200647167,0.26980188688274304,0.0007275855935321429
3401,3402,50991,CTCF,H1,Embryonic Stem Cell,Embryo,0.009377061260794238,0.00026027502396645363,0.005965224405120988,0.0007288050536349289
3402,3403,6709,SRC,OCI-Ly2,Epithelium,Mammary Gland,0.002505771474306185,0.00028880969506783294,0.005314201228683886,0.0007407915898562933
3403,3404,42521,CTCF,GM2588,Lymphoblastoid,Blood,0.026474084335193028,0.00025167133143554,0.03812230336280224,0.0007430829623220614
3404,3405,42297,CTCF,GM12890,Lymphoblastoid,Blood,0.03303707491036351,0.0002527118310574091,0.04356971143000273,0.0007481201001343085
3405,3406,72110,SMARCC1,TTC-549,Liver cell,Liver,0.003375442815475588,0.00027354506639659995,0.020258067582852087,0.0007497649558464436
3406,3407,35525,NCOR2,OCI-Ly1,B cell lymphoma,Bone Marrow,0.0012637654005471545,0.0003367795348234089,0.00445785829238681,0.000752842330726089
3407,3408,74671,ZNF639,K562,Erythroblast,Bone Marrow,0.0008396071242090686,0.0004795981533874794,0.0014421103805962363,0.000755755314922224
3408,3409,36140,TP63,None,Keratinocyte,None,0.0015703568028716975,0.00034442908235801184,0.0023428944110161377,0.0007562448459230153
3409,3410,38796,ZFAT,LoVo,None,Colon,0.0007241855137278434,0.0006934003309654611,0.0008769142473450214,0.0007569273498239659
3410,3411,46046,TRIM28,U2OS,None,Bone,0.007769769945790284,0.00026386097905135603,0.063539783280089,0.0007625655307117452
3411,3412,4945,RELA,GM18505,Lymphoblastoid,Blood,0.0013615686888061962,0.0003406273246153416,0.003948817003554803,0.0007646358744708426
3412,3413,46164,RAD21,H1,Embryonic Stem Cell,Embryo,0.0033443968138685254,0.0003323631817039163,0.001636938704739092,0.0007655695937122675
3413,3414,4514,RUNX1,None,Megakaryocyte,Cord blood,0.0011827505839820485,0.00036149959407168804,0.0033545125777421796,0.0007672950237926357
3414,3415,3272,GATA1,None,Proerythroblast,Bone Marrow,0.002118543669418915,0.000298905155750739,0.01998876263957979,0.0007756894319040919
3415,3416,42686,RAD21,LoVo,None,Colon,0.000800203136613234,0.0005648089022492643,0.0011862995401640067,0.0007765684031763587
3416,3417,77204,CTRL,HCT-116,Colon cancer cell,Colon,0.0008536456617449529,0.0005586106583901359,0.0011157422374262317,0.000777632075247725
3417,3418,56120,AR,None,None,Prostate,0.000849150560119428,0.0006355037815092825,0.0009273821625428763,0.0007833908340859064
3418,3419,58494,POU5F1,None,Embryonic Stem Cell,Embryo,0.005317276147063043,0.00028031224475952575,0.01401711310969588,0.0007839445897282471
3419,3420,46235,HDAC2,HepG2,Epithelium,Liver,0.0020030963241297324,0.0003071164846024116,0.020151248447178024,0.0007884612923892975
3420,3421,45444,CTCF,None,Monocyte,Blood,0.017471210280937215,0.00026925113162296933,0.04822437154154891,0.0007911874841364797
3421,3422,68844,ESR1,T47D,Embryonic Stem Cell,Breast,0.004072119544051885,0.00029392512411488547,0.009816434828078327,0.0008000788141321324
3422,3423,46283,MEF2A,K562,Erythroblast,Bone Marrow,0.0021116406974724233,0.0003136746028905245,0.012632677614075822,0.0008019887880573728
3423,3424,44131,SRCAP,None,T Lymphocyte,Blood,0.06370444248530567,0.00026909668384960127,0.2713105285650924,0.0008033467116311255
3424,3425,77271,L3MBTL4,HepG2,Epithelium,Liver,0.0008455236451789768,0.000446054812553345,0.003263010411688372,0.0008040665622085497
3425,3426,48629,SPI1,OCI-Ly10,B Lymphocyte,Bone Marrow,0.028147942156244287,0.0002716583498435632,0.1117066530239354,0.0008053438899873755
3426,3427,64575,MAFG,K562,Erythroblast,Bone Marrow,0.012940691304571771,0.0002749001702837864,0.09822137826124039,0.0008054166639742122
3427,3428,62716,TFAP4,HepG2,Epithelium,Liver,0.0024680742396050825,0.00033376017853686883,0.003227124871395371,0.0008083640895146238
3428,3429,54657,TLX1,ALL-SIL,T Lymphocyte,Blood,0.002072723018373967,0.0003235616717770144,0.01020879773628273,0.000817220609788949
3429,3430,42504,CTCF,GM2255,Lymphoblastoid,Blood,0.008573278370276,0.0002897572781870286,0.009936597716998402,0.000817797415172683
3430,3431,68865,NR3C1,ZR-75-1,Embryonic Stem Cell,Breast,0.0011197695975490008,0.00043043654730021385,0.002230825851182457,0.0008186602626494843
3431,3432,45843,CTCF,None,Fibroblast,Lung,0.08686852188612743,0.00027483148812236795,0.13179251303742623,0.0008203503876911822
3432,3433,45571,CTCF,None,Fibroblast,Umbilical Vein,0.06806286892147986,0.0002790856500846662,0.14781188710949172,0.0008324369981990709
3433,3434,68875,ESR1,MCF-7,Embryonic Stem Cell,Breast,0.00378274154932553,0.00031007759800596063,0.008812224085639421,0.0008326851793971635
3434,3435,4940,RELA,GM19193,Lymphoblastoid,Blood,0.0010574608824239216,0.0004164781606546294,0.0042450464957728236,0.0008374494264004051
3435,3436,55639,AFF4,HCT-116,None,Colon,0.0009095454469409353,0.0007968617296677737,0.0008243051240554731,0.000840921215952195
3436,3437,55783,CTCF,MCF-7,Epithelium,Breast,0.026619664052490177,0.0002933323856059641,0.02035300414131704,0.0008582085447658705
3437,3438,68848,NR3C1,T47D,Embryonic Stem Cell,Breast,0.0009718170586744101,0.0006671934062595401,0.001073015298164416,0.0008671099582994723
3438,3439,2918,ERG,VCaP,Epithelium,Prostate,0.000956508774171705,0.0006840650715159066,0.0010499407495730981,0.0008671140862396287
3439,3440,4931,SOX2,H1,Embryonic Stem Cell,Embryo,0.0017305556904828369,0.00038626082550368736,0.004410196789531046,0.0008840409969484431
3440,3441,43051,BRD3,MM1.S,B Lymphocyte,Blood,0.001062027063450179,0.0005244094409110923,0.00184521567437735,0.0008848403736278487
3441,3442,49947,OTX2,None,Neural Progenitor Cell,None,0.0012170718466773401,0.00048547119260653685,0.0019675914365365854,0.0008850260083726469
3442,3443,1493,STAG1,HepG2,Epithelium,Liver,0.016778736557593547,0.0003064056476768001,0.025107480194487126,0.0008920751492952905
3443,3444,49854,FLI1,SK-N-MC,None,Brain,0.000991643696220125,0.000671385739953689,0.0011999976299445065,0.0009005715336529163
3444,3445,72948,TBX5,None,Cardiomyocyte,None,0.0019074877143301935,0.00038789177328691423,0.004384581881270142,0.0009008069526482698
3445,3446,58186,BANF1,None,Keratinocyte,None,0.024114658263049007,0.0003048901507904689,0.1387699173157807,0.0009014394265912662
3446,3447,43448,GFI1B,None,Proerythroblast,Bone Marrow,0.0012696576310845277,0.0005335877323723781,0.0015138756754039002,0.000902995911218174
3447,3448,49625,GATA3,MCF-7,Epithelium,Breast,0.0031152158053882255,0.000346499683345464,0.00879743602742746,0.0009034379504961332
3448,3449,33678,TBX21,None,Th1,None,0.006989433038239571,0.0003217333635959343,0.018673945872039906,0.0009077949786208683
3449,3450,74658,NRF1,HepG2,Epithelium,Liver,0.0016604448825874316,0.00043084919774001644,0.0028388482928259112,0.000915892300766441
3450,3451,69270,ERG,VCaP,Epithelium,Prostate,0.0010686585728443834,0.0007009566460376703,0.0011220068649688926,0.0009220459197724629
3451,3452,41742,SUMO2,HEK293,Epithelium,Embryonic Kidney,0.005490870659172014,0.00033122953619420524,0.031122831461804112,0.0009278752615358155
3452,3453,76297,YY1,LCL,Lymphoblastoid,Blood,0.0009875928494110847,0.0007633365657571004,0.0011178545752896724,0.0009324960940237936
3453,3454,45557,BHLHE40,A549,Epithelium,Lung,0.0013352644920620793,0.0005567613748149224,0.00149548213246509,0.0009335047037503652
3454,3455,72100,SMARCA4,HCT-116,colorectal carcinoma derived cell line,None,0.0009434934155491493,0.0008420237817082123,0.0010389610324486487,0.0009345777913625231
3455,3456,39924,ICE2,HCT-116,None,Colon,0.0009098873322771896,0.0007240178855763429,0.0013829406987076512,0.0009365299179613373
3456,3457,44875,5HMC,None,Erythroid Cell,None,0.17969091753776584,0.00031525369688770215,0.39063743690157726,0.0009439478517563882
3457,3458,46151,BCL11A,GM12878,B Lymphocyte,Blood,0.004320386665085154,0.000341675129879319,0.05388275424033094,0.0009444081312057206
3458,3459,40166,TCF7L1,Kasumi-1,Myeloblast,Blood,0.0007043041603281328,0.0007343056692647984,0.0027362881396234503,0.0009532506603474045
3459,3460,56039,RAD21,HepG2,Epithelium,Liver,0.02442078030380616,0.0003248647180979344,0.0564411031740224,0.00095644580864368
3460,3461,37597,HDAC1,ME-1,Leukemia Cell,None,0.0007146795591049193,0.0006875429409964422,0.00403620768097426,0.0009672950842032346
3461,3462,46054,SIX5,A549,Epithelium,Lung,0.0008255917908722106,0.0007383994190837832,0.0020479682168502277,0.0009823763055749613
3462,3463,64107,KDM4B,K562,Erythroblast,Bone Marrow,0.0021288540716629294,0.00041382447227246877,0.006730294207824881,0.0009885392303224938
3463,3464,63347,ZBTB33,None,None,Liver,0.0008778939528149996,0.0009243304077698269,0.0012327839560570323,0.0009894048292783952
3464,3465,47603,GATA6,KATO III,None,Stomach,0.0018901307778978129,0.000468011859632962,0.002787422235303958,0.000991896478360843
3465,3466,69866,CDK9,None,Th1,None,0.0012416350473959247,0.0007430567139758487,0.0011720068973488727,0.0009985292659978051
3466,3467,34326,EZH2,LNCaP-abl,Epithelium,Prostate,0.0015900851504979591,0.0005659553604704824,0.0016829128111572754,0.0010033357349596983
3467,3468,51546,POU5F1,HUES64,Embryonic Stem Cell,Embryo,0.005539997792244598,0.0003628524668265728,0.02360481688001519,0.0010071427965688828
3468,3469,71319,RAD21,HCT-116,Colon cancer cell,Colon,0.002198487373570284,0.0004232587574736682,0.006440703393871134,0.0010091761637612273
3469,3470,50049,AR,None,Epithelium,Prostate,0.001424543895705558,0.0005739320076052414,0.0018970100765990632,0.0010095951192426456
3470,3471,69626,PSMA7,None,Hematopoietic stem and progenitor cell,None,0.29495475191182646,0.000337201226141811,0.5163854496467841,0.0010108515770083093
3471,3472,52543,AR,R1-D567,Epithelium,Prostate,0.0014262539329270335,0.000515121823604171,0.003318057175363247,0.0010190910688802068
3472,3473,63903,ZXDB,HEK293,Epithelium,Embryonic Kidney,0.00296330479734213,0.0003989433569463898,0.010730871237258653,0.0010213686077510387
3473,3474,72382,SIX1,None,Cortex,Embryonic Kidney,0.005673243036801202,0.0003683831187612896,0.023123267735375652,0.001022497731685501
3474,3475,64074,ZBTB17,HEK293,Epithelium,Embryonic Kidney,0.00275491045652681,0.00039538608472702944,0.026450337037216685,0.0010239323468759776
3475,3476,56904,ESR1,MCF-7,Epithelium,Breast,0.006056965798765814,0.0003717393143468736,0.020510371982330123,0.00103311701873815
3476,3477,72094,RUNX1,NB4,Leukemic cells,None,0.00222318145169501,0.0004138774677783893,0.03494031120756115,0.001036453218624056
3477,3478,46071,E2F6,A549,Epithelium,Lung,0.002288285359256079,0.0004489566792289922,0.004366301185831576,0.0010368394245684476
3478,3479,69620,PSMA7,None,Hematopoietic stem and progenitor cell,None,0.11936062234589301,0.000347749849426906,0.24408108290455244,0.0010391835890833923
3479,3480,65154,ZSCAN22,HEK293,Epithelium,Embryonic Kidney,0.0012235638537805885,0.0006400190791994949,0.0020223305312114252,0.0010437633861074547
3480,3481,38759,ETV5,LoVo,None,Colon,0.0012228474930742366,0.0007485413288050377,0.0014036134175492941,0.0010467035095190758
3481,3482,75851,FOXO1,7250,Fibroblast,None,0.0010104463755927751,0.0007518187605885155,0.0018438471375383132,0.0010481769315741074
3482,3483,70860,E2F1,hTERT-RPE1,Epithelium,None,0.0011320036981066336,0.0008899873152172958,0.0012008330248053259,0.0010564288180928139
3483,3484,1463,NR2C2,HepG2,Epithelium,Liver,0.0010247933558994269,0.0009014241094067235,0.0013460783022237175,0.0010607975805220216
3484,3485,42588,STAG1,MS1,Lymphoblastoid,Blood,0.006549904337795862,0.00038933120693183064,0.012424627244355115,0.001070811579112374
3485,3486,62637,KLF9,HEK293,Epithelium,Embryonic Kidney,0.0022023659073901985,0.00045059831691626973,0.007974718802086186,0.0010719260463464275
3486,3487,33440,SMARCA4,None,Hematopoietic Stem Cell,Blood,0.0018585201416333095,0.00048318282401834333,0.005309585893285167,0.0010729627100463102
3487,3488,74904,CTCF,THP-1,Monocyte,None,0.0026799723909093774,0.0005080986234930723,0.00232738459895146,0.0010826731360777941
3488,3489,73528,BRD4,HCC1806,mammary carcinoma cell line,Breast,0.0012827593023632675,0.0007575044619853418,0.0015165814972743898,0.0010873227319027068
3489,3490,560,VDR,GM10855,Lymphocyte,Blood,0.0032696290291611926,0.0004207852060451881,0.014478571158444293,0.0010903646735600514
3490,3491,53955,ESR1,T47D,Epithelium,Mammary Gland,0.0013386450111070585,0.0006632518432464586,0.002020040888491331,0.001090994796085265
3491,3492,47489,ZBTB17,U2OS,None,Bone,0.0027086220795411527,0.00045243441300738186,0.00897357087293282,0.0011148827339495515
3492,3493,45585,CTCF,GM10266,Lymphoblastoid,Blood,0.016717411630750207,0.00039165608828213257,0.018366036357040923,0.0011246818472364084
3493,3494,45578,CTCF,Caco-2,Epithelium,Colon,0.03840411936734813,0.00038112911633453404,0.09042305099398268,0.001127622400147854
3494,3495,45494,CTCF,NHEK,Keratinocyte,Skin,0.09042855007603462,0.000388735938968271,0.13760104209493496,0.0011582927668780107
3495,3496,64159,CTCF,None,None,Breast,0.053120222344504774,0.00039043153239002725,0.11279540827427292,0.0011590081023627463
3496,3497,48315,SPI1,GM12878,B Lymphocyte,Blood,0.007652195788847179,0.00041536054441362034,0.03019013663774539,0.00116675342688638
3497,3498,54031,ESR1,MCF-7,Epithelium,Breast,0.002423531359017847,0.0005082156040631575,0.005435131432725163,0.0011699272251273207
3498,3499,77261,ZNF597,GM12878,B Lymphocyte,Blood,0.00234328540798585,0.0004972974801605434,0.008356390884600247,0.001173128912809518
3499,3500,58057,NR3C1,U2OS,None,Bone,0.0014745236290098327,0.0006799292337505721,0.0025727911075930504,0.0011822168694654578
3500,3501,45706,CTCF,None,Astrocyte,Cerebellum,0.13018209724623842,0.00039623133500773703,0.16488206757148466,0.0011827090253095918
3501,3502,3058,CTCF,None,Stromal Cell,Adipose,0.20115549600784494,0.0003957454204062913,0.3469466509112639,0.0011844517301783375
3502,3503,49279,ZBTB17,LS174T,Epithelium,Colon,0.0011846501955969668,0.001029554004863682,0.0014079891373631303,0.0011878092950658448
3503,3504,72610,HEXIM1,A375,Melanoma Cell,None,0.002682332552079608,0.0005282605833729551,0.004101820807706208,0.001195411102014654
3504,3505,63182,NBN,GM12878,B Lymphocyte,Blood,0.0018152003119135559,0.000573095560527877,0.004783587935793737,0.0011976767873966288
3505,3506,76496,BRPF3,RKO,Epithelium,Colon,0.009995309383885645,0.00043321966177382903,0.011111062304790786,0.0012008232240489636
3506,3507,45575,CTCF,BJ,Fibroblast,Skin,0.052445694354561485,0.00040971187417567477,0.06747498640910093,0.001212492370097129
3507,3508,58486,POU5F1,None,Embryonic Stem Cell,Embryo,0.004367034369275071,0.0004509233081558949,0.05288301440130981,0.0012168450851200996
3508,3509,55129,PPARG,None,None,Adipose,0.0018564200316451755,0.0006509497169931071,0.0026694820038414896,0.0012247458772192132
3509,3510,51559,SMAD1,HUES64,Embryonic Stem Cell,Embryo,0.0011594962247795267,0.0013003987687554364,0.0012289054023725903,0.0012269082290955469
3510,3511,69283,AR,VCaP,Epithelium,Prostate,0.001735774891932484,0.0006624899875189098,0.002819992543599588,0.001229420434648687
3511,3512,45786,ZKSCAN1,HeLa-S3,Epithelium,Cervix,0.007145849379270827,0.0004518277285016746,0.015831966302680293,0.0012415816611179853
3512,3513,53956,ESR1,T47D,Epithelium,Mammary Gland,0.0014303997494678593,0.0007956217382975035,0.0021759648206753903,0.0012419542187243615
3513,3514,42506,CTCF,GM2255,Lymphoblastoid,Blood,0.02532091292685448,0.000424199281234432,0.053727101775800826,0.0012421132789296463
3514,3515,6573,CTCF,MCF-7,Epithelium,Breast,0.017656373894520763,0.0004368970526741745,0.017805136944965883,0.0012491863286167582
3515,3516,42727,JUN,LoVo,None,Colon,0.012548081765462241,0.00044015222851924424,0.02584041113766447,0.0012551154449561563
3516,3517,54033,ESR1,MCF-7,Epithelium,Breast,0.0015263084437528657,0.000770293918885085,0.002374801090829643,0.0012634417976009615
3517,3518,5050,CTCF,GM19239,Lymphoblastoid,Blood,0.003425744790947274,0.0005680732909564302,0.0033503972794005285,0.001276213388751446
3518,3519,63535,ZEB2,HEK293,Epithelium,Embryonic Kidney,0.005816530834049156,0.00047473205766130895,0.01395212157457341,0.0012765985410475023
3519,3520,76568,UHRF2,293T,None,None,0.0014780439324400953,0.000803395992320284,0.0025618426403820715,0.0012977872406697566
3520,3521,45802,CHD2,HepG2,Epithelium,Liver,0.0013699894489245903,0.0007791587693947747,0.003538953197902616,0.0013066590710614223
3521,3522,55854,BRD4,TC-797,None,None,0.0013496978252553855,0.001218174086523637,0.0013648202632826952,0.001307471836978935
3522,3523,72857,TRAF7,None,None,meningioma,0.005718282662563187,0.0005119946434208721,0.006166920132648056,0.0013099574324063612
3523,3524,35312,FAIRE,None,None,Pancreatic Islet,0.0024553347851621983,0.0006003150602163399,0.004621704854416775,0.0013103718665245512
3524,3525,38484,FAIRE,None,None,Pancreatic Islet,0.0024553347851621983,0.0006003150602163399,0.004621704854416775,0.0013103718665245512
3525,3526,51586,SOX2,HUES64,Embryonic Stem Cell,Embryo,0.0013851942450325415,0.001025728317825354,0.0017148978274577986,0.0013158114216643146
3526,3527,38852,ATF1,LoVo,None,Colon,0.0013232375650974678,0.0012892932758029113,0.0013444647667633705,0.0013186052030290663
3527,3528,77065,ZNF674,293T,None,None,0.0014663312598053107,0.000888018502342612,0.0021632696691176304,0.001321389033230258
3528,3529,64686,KLF1,HEK293,Epithelium,Embryonic Kidney,0.004112216961558682,0.0005741035162561501,0.0036826490024611087,0.0013294612138162742
3529,3530,55643,CDK9,HCT-116,None,Colon,0.0013411816826793888,0.0013055295616416353,0.001349344298427398,0.0013317443969882437
3530,3531,62636,KLF9,HEK293,Epithelium,Embryonic Kidney,0.0024892260868238617,0.0006287337063582183,0.003874652787962598,0.00133315110359139
3531,3532,45756,GTF3C2,HeLa-S3,Epithelium,Cervix,0.003000499918621697,0.0006148038738722317,0.003763291353653295,0.0013479955489087425
3532,3533,2813,RXRG,UPR9,Promyelocytic cell,Bone Marrow,0.005701016402913192,0.0005029047726915661,0.01830240453528209,0.0013523103467255604
3533,3534,55571,BACH2,None,B Lymphocyte,None,0.0013367557983640233,0.0010099737820174338,0.0020919519090667393,0.0013536527301082346
3534,3535,55782,CTCF,MCF-7,Epithelium,Breast,0.05388118437749175,0.0004592412800836476,0.049220822767353144,0.0013537584684346626
3535,3536,53651,LEF1,None,Embryonic Stem Cell,None,0.002090674003773926,0.0006632914197654409,0.004540484427792219,0.0013598178480362932
3536,3537,71777,PAX6,None,Beta cell,None,0.001359605093458881,0.0011092604448854893,0.0017606162835686378,0.0013605493540137514
3537,3538,36110,ESR1,None,Epithelium,Mammary Gland,0.002049905725538956,0.0006734424635773705,0.00463743906045593,0.0013708891576159066
3538,3539,54027,ESR1,MCF-7,Epithelium,Breast,0.002258162914900207,0.0006632244925623112,0.004900610804066872,0.0013923264280837344
3539,3540,44693,LANA,iSLK-219,Epithelium,Kidney,0.0013651359337941889,0.0014009010042704715,0.0014334047929672688,0.0013992578237370656
3540,3541,45937,STAT1,K562,Erythroblast,Bone Marrow,0.0044835512881042545,0.0005557052704464008,0.00973015966603418,0.0014115713271034558
3541,3542,46117,ETS1,GM12878,B Lymphocyte,Blood,0.0011485420162184422,0.0009243224813239113,0.006375773600666239,0.0014222238958106481
3542,3543,76301,YY1,LCL,Lymphoblastoid,Blood,0.001505053106977846,0.0009485146987310887,0.0027370768644044445,0.0014394987956394267
3543,3544,71231,RELA,LNCaP,Epithelium,Prostate,0.003982596156160554,0.0006072810224948556,0.005426571713020671,0.0014408970931081844
3544,3545,39914,ICE1,HCT-116,None,Colon,0.0015758951353619175,0.0007533300164462346,0.011224605655770154,0.0014626588361491
3545,3546,77121,ZNF440,293T,None,None,0.0013453083061609062,0.0012356178530885454,0.002028487718698869,0.0014665529519733989
3546,3547,55848,BRD3,10326,None,None,0.0014921639270501293,0.0014168481961759885,0.001496115171353341,0.0014674538543601456
3547,3548,50987,CTCF,H1,Embryonic Stem Cell,Embryo,0.001460702162103823,0.0015849461171580917,0.0013830943562915512,0.0014716306695048975
3548,3549,69274,AR,VCaP,Epithelium,Prostate,0.0017477988236507974,0.000979131106236364,0.002258976418962018,0.0014733772343893392
3549,3550,45584,CTCF,GM10248,Lymphoblastoid,Blood,0.02238779533425849,0.0005085664175260839,0.04440310335508389,0.0014754393981081804
3550,3551,42461,STAG1,GM19238,Lymphoblastoid,Blood,0.09396596637945065,0.0004976497815049197,0.17827824110624274,0.0014816281700049116
3551,3552,45428,HDAC1,K562,Erythroblast,Bone Marrow,0.0033806882238672144,0.0006506116601330144,0.005563714582127611,0.0014906594365030612
3552,3553,51868,SUMO2,VCaP,Epithelium,Prostate,0.0017578942965199758,0.0009877817749370317,0.0023187526410811837,0.0014906860586806348
3553,3554,8455,CEBPA,K562,Erythroblast,Bone Marrow,0.00760783996704519,0.0005425444759461224,0.029154426695039648,0.0014934272157141049
3554,3555,44227,SOX2,TT,None,Thyroid,0.0034444447993640386,0.0006736437792400507,0.004313223893127059,0.0014950522746258188
3555,3556,46128,IRF4,GM12878,B Lymphocyte,Blood,0.01088014415701923,0.0005354157675168015,0.03164657952130111,0.0015067123389518877
3556,3557,42925,KLF5,GP5d,None,Colon,0.002020197595940027,0.0008497008402885537,0.003163221424672249,0.0015090434384426032
3557,3558,62589,GABPA,MCF-7,Epithelium,Breast,0.0014659427373294,0.0011521130644075886,0.0023334567802366568,0.0015161678967004488
3558,3559,34394,MECP2,IMR90,Fibroblast,Lung,0.0019684095894615837,0.0008470739318929519,0.0035510570168438152,0.0015227195669052507
3559,3560,33594,FAIRE,NHEK,Keratinocyte,Skin,0.0031649191972669744,0.0006786779888826111,0.0057011339496151605,0.0015268698339738762
3560,3561,65019,ZNF18,HEK293,Epithelium,Embryonic Kidney,0.006229516692219367,0.0005853941066131899,0.01163982505447121,0.0015348068444334673
3561,3562,50820,EHF,Calu-3,Epithelium,Lung,0.0014585518513328206,0.0013679647720753062,0.0018977492067955206,0.0015435558751077938
3562,3563,72917,TBX5,None,Cardiomyocyte,None,0.0025764705331532377,0.0007395112684147332,0.005403802428429748,0.0015581065699435404
3563,3564,71866,NIPBL,MCF-7,None,Breast,0.0019304335615957975,0.0009839602959295106,0.002809221025223883,0.0015870606597832015
3564,3565,45707,CTCF,None,Endothelial Cell,Umbilical Vein,0.1246943394885745,0.0005342593693564379,0.13035334369805285,0.0015901564263390289
3565,3566,64377,BACH1,K562,Erythroblast,Bone Marrow,0.012656344850539588,0.0005655996117893947,0.028037676703913515,0.0015935466515720753
3566,3567,36100,ESR1,None,Epithelium,Mammary Gland,0.0015524333765913082,0.001316922812397962,0.0021510624998258526,0.0016056674989369801
3567,3568,67601,KLF4,CFPAC-1,original PDAC cell line,Pancreatic ductal,0.02123315437248625,0.0005543283443262195,0.09661472672941401,0.0016119881138131897
3568,3569,42271,CTCF,GM12878,B Lymphocyte,Blood,0.011247179567306087,0.0005800372414345822,0.02402342840094636,0.0016177194784848803
3569,3570,74396,ESR1,MCF-7,None,Breast,0.007075667443574512,0.0005933194908892012,0.03954662420075509,0.0016199498931998568
3570,3571,5573,GATA1,None,Erythroblast,Blood,0.005956041142017185,0.0006208573549970882,0.017188594031818712,0.0016333742072304203
3571,3572,46241,MYBL2,HepG2,Epithelium,Liver,0.0183417672472699,0.0005675425567152171,0.06668603692953018,0.0016382410577394646
3572,3573,55128,PPARG,None,None,Adipose,0.002365593663116885,0.0008950707696593435,0.0034700653968952728,0.0016410211333489078
3573,3574,45693,CTBP2,H1,Embryonic Stem Cell,Embryo,0.006345033926123144,0.0006216418254027083,0.0167988897477964,0.001643193912287233
3574,3575,55273,AR,BicR,Epithelium,Prostate,0.0023124767299529765,0.0008834297196553683,0.003868435592548909,0.001645743621622453
3575,3576,48598,CBX5,MCF-7,Epithelium,Breast,0.002998846533897734,0.000829299169471479,0.003679576934617051,0.001656487528717554
3576,3577,42953,HNF4A,LoVo,None,Colon,0.0016414064648396793,0.0016023129284754873,0.0017555230995841527,0.0016639284000480314
3577,3578,38706,VEZF1,LoVo,None,Colon,0.0019489567046429724,0.0011924617070745457,0.0022328035283043384,0.0016670717692455206
3578,3579,39873,ESR1,DL23,Epithelium,Colon,0.0016846805950124582,0.0012009754750702813,0.002691223570670211,0.0016686903084717764
3579,3580,63022,PRPF4,K562,Erythroblast,Bone Marrow,0.001667797214560365,0.0016402985237576552,0.0017276825413430192,0.0016778068978090532
3580,3581,34100,POU5F1,HUES64,Embryonic Stem Cell,Embryo,0.007413545464589147,0.0006201785244657306,0.03239052278500902,0.0016872093993886006
3581,3582,2095,NFYB,K562,Erythroblast,Bone Marrow,0.010078729426230996,0.0006120706256821989,0.022935684811403366,0.0016886914879166715
3582,3583,56662,FOXA1,None,None,Prostate,0.002070192605991224,0.0009495315986158941,0.004201992406730852,0.0016909287182715338
3583,3584,64525,RFX1,MCF-7,Epithelium,Breast,0.004085180992899067,0.0007308458184459418,0.006294561174242154,0.001693086038202285
3584,3585,71283,SMAD3,None,hESC,None,0.001769988341600475,0.0013715730162897914,0.002103289546097809,0.0016953840802856335
3585,3586,71877,MED1,HepG2,hepatocellular carcinoma,None,0.002378443135394051,0.0009118936152106151,0.004278152314445582,0.0017135023724334508
3586,3587,50700,GTF2I,None,Fibroblast,None,0.0015000544414266637,0.001376652047579744,0.0028353132261063037,0.0017184735614573232
3587,3588,65056,TGIF2,HepG2,Epithelium,Liver,0.0013724447499621865,0.0010913656722567994,0.010608721804509525,0.0017249845306651634
3588,3589,65094,CTCF,HEK293,Epithelium,Embryonic Kidney,0.010969399264399937,0.0006244516264196137,0.02308320493113859,0.0017283174294515091
3589,3590,45710,CTCF,None,Myocyte,Heart,0.09987296636473453,0.0005883464022650808,0.13144558372515697,0.001747695133528071
3590,3591,68054,ESR1,LTED,None,Breast,0.0018122074130736139,0.0014973585121898587,0.002038948064497512,0.0017542786084142614
3591,3592,57118,FOXM1,MCF-7,Epithelium,Breast,0.0022296829956517873,0.001201848319438137,0.0023314341813763886,0.0017549351277289515
3592,3593,68837,FOXM1,VAL-3,Embryonic Stem Cell,None,0.00173138768616773,0.0016838132084482946,0.001900095478513967,0.0017670437922038262
3593,3594,68823,SPI1,K562,Leukemia Cell,None,0.001426960547001606,0.0011248158376389325,0.009433148072533913,0.0017690642060078643
3594,3595,39736,CTCF,PrEC,Epithelium,Prostate,0.20021185204741193,0.0005929544941300484,0.38180388158010187,0.0017730214709115732
3595,3596,69281,AR,VCaP,Epithelium,Prostate,0.0025715199304906997,0.0009393928589308225,0.004270271082238973,0.0017777129448379725
3596,3597,39484,FOXM1,MCF-7,Epithelium,Breast,0.0018573348966619558,0.0014828765156426607,0.002128166247202741,0.0017828929017573159
